,action_i,action,cost,prob,user,tod
2529,0,politics,0.0,0.039999997913837494,2,20
2530,3,food,-1.0,0.84000000834465,4,14
2531,0,politics,0.0,0.039999997913837494,2,0
2532,4,finance,-1.0,0.84000000834465,7,5
2533,4,finance,-1.0,0.84000000834465,3,12
2534,2,music,-1.0,0.84000000834465,3,13
2535,2,music,-1.0,0.84000000834465,9,5
2536,0,politics,0.0,0.84000000834465,6,21
2537,3,food,-1.0,0.84000000834465,2,13
2538,3,food,-1.0,0.84000000834465,4,12
2539,3,food,-1.0,0.84000000834465,2,15
2540,3,food,-1.0,0.84000000834465,6,11
2541,0,politics,-1.0,0.84000000834465,9,8
2542,0,politics,0.0,0.039999997913837494,0,22
2543,4,finance,-1.0,0.84000000834465,0,6
2544,3,food,-1.0,0.84000000834465,0,16
2545,3,food,-1.0,0.84000000834465,8,17
2546,4,finance,-1.0,0.84000000834465,1,18
2547,3,food,-1.0,0.84000000834465,8,18
2548,4,finance,0.0,0.84000000834465,3,19
2549,4,finance,-1.0,0.84000000834465,7,2
2550,4,finance,-1.0,0.84000000834465,5,16
2551,4,finance,-1.0,0.84000000834465,7,19
2552,3,food,-1.0,0.84000000834465,2,15
2553,4,finance,-1.0,0.84000000834465,1,10
2554,3,food,-1.0,0.84000000834465,4,14
2555,2,music,-1.0,0.84000000834465,9,1
2556,4,finance,-1.0,0.84000000834465,5,10
2557,3,food,-1.0,0.84000000834465,8,3
2558,3,food,-1.0,0.84000000834465,2,2
2559,3,food,-1.0,0.84000000834465,0,1
2560,4,finance,-1.0,0.84000000834465,9,7
2561,1,sports,-1.0,0.84000000834465,8,4
2562,2,music,-1.0,0.84000000834465,3,10
2563,4,finance,-1.0,0.84000000834465,5,10
2564,3,food,-1.0,0.84000000834465,2,9
2565,4,finance,-1.0,0.84000000834465,5,7
2566,2,music,-1.0,0.84000000834465,6,2
2567,1,sports,0.0,0.039999997913837494,6,16
2568,3,food,-1.0,0.84000000834465,0,0
2569,2,music,-1.0,0.84000000834465,6,2
2570,3,food,-1.0,0.84000000834465,8,0
2571,4,finance,-1.0,0.84000000834465,6,12
2572,2,music,-1.0,0.84000000834465,9,13
2573,4,finance,-1.0,0.84000000834465,7,18
2574,4,finance,-1.0,0.84000000834465,1,6
2575,2,music,-1.0,0.84000000834465,9,10
2576,2,music,-1.0,0.84000000834465,9,10
2577,1,sports,-1.0,0.84000000834465,8,4
2578,3,food,-1.0,0.84000000834465,4,10
2579,3,food,-1.0,0.84000000834465,8,19
2580,3,food,-1.0,0.84000000834465,0,18
2581,3,food,-1.0,0.84000000834465,8,17
2582,3,food,-1.0,0.84000000834465,6,10
2583,4,finance,-1.0,0.84000000834465,9,7
2584,0,politics,0.0,0.84000000834465,6,21
2585,4,finance,-1.0,0.84000000834465,7,12
2586,1,sports,-1.0,0.84000000834465,8,10
2587,2,music,0.0,0.039999997913837494,4,10
2588,2,music,0.0,0.039999997913837494,6,23
2589,2,music,0.0,0.039999997913837494,9,17
2590,3,food,0.0,0.84000000834465,4,20
2591,4,finance,-1.0,0.84000000834465,1,0
2592,2,music,0.0,0.039999997913837494,4,14
2593,1,sports,0.0,0.039999997913837494,5,13
2594,4,finance,-1.0,0.84000000834465,3,12
2595,4,finance,-1.0,0.84000000834465,5,6
2596,3,food,-1.0,0.84000000834465,8,2
2597,4,finance,-1.0,0.84000000834465,1,0
2598,4,finance,-1.0,0.84000000834465,1,6
2599,3,food,0.0,0.84000000834465,2,22
2600,3,food,0.0,0.039999997913837494,7,3
2601,4,finance,0.0,0.84000000834465,3,15
2602,4,finance,0.0,0.84000000834465,9,17
2603,1,sports,0.0,0.039999997913837494,7,20
2604,3,food,-1.0,0.84000000834465,6,7
2605,4,finance,-1.0,0.84000000834465,5,11
2606,4,finance,-1.0,0.84000000834465,7,5
2607,4,finance,-1.0,0.84000000834465,3,7
2608,3,food,-1.0,0.84000000834465,4,11
2609,1,sports,-1.0,0.84000000834465,1,3
2610,4,finance,-1.0,0.84000000834465,1,18
2611,2,music,0.0,0.039999997913837494,2,17
2612,3,food,-1.0,0.84000000834465,0,15
2613,3,food,0.0,0.039999997913837494,1,6
2614,3,food,-1.0,0.84000000834465,2,3
2615,4,finance,-1.0,0.039999997913837494,1,3
2616,1,sports,0.0,0.039999997913837494,8,14
2617,4,finance,0.0,0.84000000834465,5,23
2618,4,finance,-1.0,0.84000000834465,5,3
2619,3,food,0.0,0.84000000834465,8,23
2620,4,finance,-1.0,0.84000000834465,7,18
2621,3,food,-1.0,0.84000000834465,6,9
2622,4,finance,0.0,0.84000000834465,9,15
2623,3,food,-1.0,0.84000000834465,2,17
2624,2,music,0.0,0.84000000834465,3,18
2625,4,finance,-1.0,0.84000000834465,5,6
2626,3,food,-1.0,0.84000000834465,0,3
2627,1,sports,0.0,0.039999997913837494,1,23
2628,4,finance,-1.0,0.84000000834465,1,16
2629,0,politics,-1.0,0.039999997913837494,0,10
2630,3,food,-1.0,0.84000000834465,0,0
2631,2,music,0.0,0.039999997913837494,7,22
2632,4,finance,-1.0,0.84000000834465,0,6
2633,3,food,-1.0,0.039999997913837494,0,2
2634,3,food,0.0,0.84000000834465,8,23
2635,2,music,-1.0,0.84000000834465,3,11
2636,4,finance,-1.0,0.84000000834465,7,12
2637,1,sports,0.0,0.039999997913837494,4,21
2638,4,finance,-1.0,0.84000000834465,7,15
2639,4,finance,-1.0,0.84000000834465,9,6
2640,4,finance,-1.0,0.84000000834465,1,5
2641,4,finance,-1.0,0.84000000834465,1,13
2642,4,finance,-1.0,0.84000000834465,7,8
2643,3,food,-1.0,0.84000000834465,8,7
2644,3,food,-1.0,0.84000000834465,2,2
2645,3,food,0.0,0.84000000834465,0,20
2646,4,finance,-1.0,0.84000000834465,5,6
2647,3,food,-1.0,0.84000000834465,8,17
2648,4,finance,-1.0,0.84000000834465,5,5
2649,4,finance,-1.0,0.84000000834465,1,13
2650,3,food,-1.0,0.84000000834465,6,1
2651,3,food,-1.0,0.84000000834465,4,7
2652,4,finance,-1.0,0.84000000834465,5,19
2653,4,finance,0.0,0.84000000834465,5,20
2654,1,sports,0.0,0.039999997913837494,4,13
2655,3,food,-1.0,0.84000000834465,8,3
2656,4,finance,-1.0,0.84000000834465,1,17
2657,3,food,0.0,0.84000000834465,8,20
2658,0,politics,0.0,0.84000000834465,6,21
2659,0,politics,-1.0,0.84000000834465,9,0
2660,0,politics,0.0,0.039999997913837494,1,15
2661,0,politics,-1.0,0.84000000834465,9,8
2662,4,finance,-1.0,0.84000000834465,7,1
2663,3,food,-1.0,0.84000000834465,4,5
2664,4,finance,-1.0,0.84000000834465,7,3
2665,3,food,0.0,0.039999997913837494,1,0
2666,3,food,-1.0,0.84000000834465,8,2
2667,4,finance,0.0,0.84000000834465,5,20
2668,4,finance,-1.0,0.84000000834465,9,6
2669,4,finance,-1.0,0.84000000834465,7,18
2670,4,finance,-1.0,0.84000000834465,5,5
2671,0,politics,0.0,0.039999997913837494,9,15
2672,3,food,-1.0,0.84000000834465,0,19
2673,4,finance,-1.0,0.84000000834465,7,1
2674,4,finance,-1.0,0.84000000834465,3,7
2675,3,food,-1.0,0.84000000834465,6,7
2676,3,food,-1.0,0.84000000834465,6,10
2677,3,food,-1.0,0.84000000834465,2,18
2678,4,finance,-1.0,0.84000000834465,7,2
2679,3,food,-1.0,0.84000000834465,8,8
2680,4,finance,-1.0,0.039999997913837494,0,13
2681,0,politics,0.0,0.84000000834465,3,22
2682,3,food,0.0,0.039999997913837494,3,4
2683,0,politics,0.0,0.84000000834465,9,22
2684,2,music,-1.0,0.84000000834465,3,9
2685,2,music,-1.0,0.84000000834465,3,13
2686,3,food,-1.0,0.84000000834465,8,6
2687,4,finance,-1.0,0.84000000834465,5,12
2688,4,finance,-1.0,0.84000000834465,0,4
2689,2,music,0.0,0.039999997913837494,7,0
2690,4,finance,-1.0,0.84000000834465,0,2
2691,3,food,-1.0,0.84000000834465,8,3
2692,4,finance,0.0,0.039999997913837494,4,22
2693,4,finance,-1.0,0.84000000834465,7,17
2694,0,politics,0.0,0.039999997913837494,4,20
2695,0,politics,-1.0,0.84000000834465,3,8
2696,4,finance,0.0,0.84000000834465,5,23
2697,4,finance,-1.0,0.84000000834465,5,8
2698,0,politics,0.0,0.84000000834465,3,16
2699,2,music,-1.0,0.039999997913837494,6,13
2700,3,food,-1.0,0.84000000834465,8,8
2701,4,finance,0.0,0.84000000834465,7,20
2702,3,food,-1.0,0.84000000834465,8,15
2703,3,food,-1.0,0.84000000834465,4,10
2704,4,finance,-1.0,0.84000000834465,0,9
2705,4,finance,-1.0,0.84000000834465,0,10
2706,4,finance,-1.0,0.84000000834465,0,11
2707,3,food,0.0,0.84000000834465,4,20
2708,3,food,-1.0,0.84000000834465,4,8
2709,4,finance,-1.0,0.84000000834465,1,9
2710,4,finance,-1.0,0.84000000834465,1,4
2711,3,food,0.0,0.84000000834465,4,22
2712,3,food,-1.0,0.84000000834465,4,16
2713,4,finance,-1.0,0.039999997913837494,3,5
2714,4,finance,0.0,0.84000000834465,7,22
2715,4,finance,-1.0,0.84000000834465,1,19
2716,4,finance,0.0,0.84000000834465,7,20
2717,2,music,0.0,0.84000000834465,1,22
2718,3,food,0.0,0.84000000834465,0,23
2719,3,food,-1.0,0.84000000834465,4,11
2720,3,food,-1.0,0.84000000834465,8,7
2721,4,finance,0.0,0.84000000834465,9,16
2722,4,finance,0.0,0.84000000834465,3,17
2723,0,politics,0.0,0.039999997913837494,4,0
2724,2,music,0.0,0.84000000834465,3,23
2725,4,finance,-1.0,0.84000000834465,6,6
2726,4,finance,-1.0,0.84000000834465,9,12
2727,2,music,0.0,0.039999997913837494,9,17
2728,3,food,-1.0,0.84000000834465,6,1
2729,4,finance,0.0,0.039999997913837494,4,0
2730,3,food,-1.0,0.84000000834465,4,6
2731,4,finance,-1.0,0.84000000834465,7,10
2732,2,music,0.0,0.84000000834465,9,20
2733,3,food,-1.0,0.84000000834465,6,16
2734,4,finance,0.0,0.84000000834465,1,21
2735,4,finance,-1.0,0.84000000834465,5,18
2736,4,finance,-1.0,0.84000000834465,1,2
2737,4,finance,0.0,0.84000000834465,9,16
2738,3,food,-1.0,0.84000000834465,8,11
2739,3,food,-1.0,0.84000000834465,8,16
2740,3,food,-1.0,0.84000000834465,6,15
2741,2,music,0.0,0.84000000834465,1,22
2742,4,finance,-1.0,0.84000000834465,5,13
2743,4,finance,0.0,0.84000000834465,9,16
2744,1,sports,-1.0,0.039999997913837494,8,8
2745,3,food,0.0,0.84000000834465,2,20
2746,3,food,0.0,0.039999997913837494,5,18
2747,3,food,0.0,0.84000000834465,8,20
2748,1,sports,0.0,0.039999997913837494,5,10
2749,3,food,0.0,0.84000000834465,4,21
2750,4,finance,0.0,0.84000000834465,5,20
2751,2,music,-1.0,0.84000000834465,9,3
2752,2,music,0.0,0.84000000834465,1,23
2753,2,music,-1.0,0.039999997913837494,6,9
2754,3,food,0.0,0.84000000834465,4,21
2755,4,finance,-1.0,0.84000000834465,7,8
2756,3,food,-1.0,0.84000000834465,8,2
2757,2,music,-1.0,0.84000000834465,6,9
2758,4,finance,-1.0,0.84000000834465,1,7
2759,3,food,-1.0,0.84000000834465,0,8
2760,0,politics,0.0,0.039999997913837494,2,22
2761,2,music,-1.0,0.84000000834465,3,5
2762,3,food,-1.0,0.84000000834465,6,6
2763,3,food,-1.0,0.84000000834465,8,11
2764,4,finance,-1.0,0.84000000834465,7,15
2765,4,finance,-1.0,0.84000000834465,1,0
2766,3,food,-1.0,0.84000000834465,4,18
2767,4,finance,-1.0,0.84000000834465,7,19
2768,3,food,-1.0,0.84000000834465,8,10
2769,3,food,0.0,0.84000000834465,8,22
2770,3,food,0.0,0.039999997913837494,3,3
2771,4,finance,-1.0,0.84000000834465,7,12
2772,3,food,-1.0,0.84000000834465,4,17
2773,3,food,-1.0,0.84000000834465,8,13
2774,3,food,-1.0,0.84000000834465,0,16
2775,4,finance,-1.0,0.84000000834465,5,18
2776,1,sports,0.0,0.039999997913837494,5,8
2777,4,finance,-1.0,0.84000000834465,7,6
2778,3,food,-1.0,0.84000000834465,2,7
2779,3,food,0.0,0.84000000834465,4,22
2780,3,food,-1.0,0.84000000834465,4,13
2781,2,music,0.0,0.039999997913837494,5,8
2782,4,finance,-1.0,0.84000000834465,0,3
2783,3,food,-1.0,0.84000000834465,4,16
2784,1,sports,-1.0,0.039999997913837494,8,1
2785,3,food,-1.0,0.84000000834465,4,7
2786,2,music,0.0,0.039999997913837494,2,22
2787,4,finance,-1.0,0.84000000834465,9,12
2788,4,finance,-1.0,0.84000000834465,1,6
2789,4,finance,-1.0,0.84000000834465,1,5
2790,3,food,-1.0,0.84000000834465,6,4
2791,4,finance,-1.0,0.84000000834465,0,6
2792,4,finance,-1.0,0.84000000834465,7,13
2793,3,food,0.0,0.039999997913837494,7,17
2794,4,finance,-1.0,0.84000000834465,9,4
2795,4,finance,0.0,0.84000000834465,7,21
2796,4,finance,-1.0,0.84000000834465,1,7
2797,3,food,-1.0,0.84000000834465,6,5
2798,2,music,-1.0,0.84000000834465,9,14
2799,3,food,0.0,0.039999997913837494,5,3
2800,4,finance,-1.0,0.84000000834465,1,9
2801,1,sports,0.0,0.039999997913837494,5,10
2802,4,finance,-1.0,0.84000000834465,5,0
2803,3,food,-1.0,0.84000000834465,2,19
2804,3,food,-1.0,0.84000000834465,0,13
2805,1,sports,-1.0,0.84000000834465,8,4
2806,3,food,-1.0,0.84000000834465,8,2
2807,1,sports,-1.0,0.84000000834465,8,6
2808,4,finance,-1.0,0.84000000834465,1,15
2809,4,finance,0.0,0.84000000834465,7,23
2810,2,music,-1.0,0.84000000834465,9,10
2811,3,food,0.0,0.84000000834465,6,20
2812,3,food,-1.0,0.84000000834465,2,15
2813,3,food,-1.0,0.84000000834465,6,10
2814,3,food,0.0,0.84000000834465,2,21
2815,4,finance,-1.0,0.84000000834465,7,7
2816,3,food,-1.0,0.84000000834465,0,16
2817,2,music,-1.0,0.039999997913837494,6,6
2818,4,finance,-1.0,0.84000000834465,1,19
2819,4,finance,-1.0,0.84000000834465,9,6
2820,4,finance,-1.0,0.84000000834465,5,10
2821,3,food,-1.0,0.84000000834465,8,10
2822,4,finance,0.0,0.84000000834465,5,21
2823,4,finance,-1.0,0.84000000834465,5,19
2824,4,finance,-1.0,0.84000000834465,6,12
2825,3,food,0.0,0.039999997913837494,3,12
2826,0,politics,-1.0,0.84000000834465,3,0
2827,3,food,-1.0,0.84000000834465,8,13
2828,4,finance,-1.0,0.84000000834465,1,0
2829,4,finance,0.0,0.84000000834465,5,22
2830,3,food,-1.0,0.84000000834465,8,9
2831,4,finance,-1.0,0.84000000834465,5,13
2832,2,music,0.0,0.84000000834465,1,20
2833,4,finance,-1.0,0.84000000834465,1,13
2834,4,finance,0.0,0.84000000834465,7,23
2835,3,food,-1.0,0.84000000834465,2,10
2836,3,food,-1.0,0.84000000834465,0,19
2837,4,finance,-1.0,0.84000000834465,5,3
2838,3,food,-1.0,0.84000000834465,6,3
2839,4,finance,-1.0,0.84000000834465,5,5
2840,3,food,0.0,0.84000000834465,0,20
2841,4,finance,-1.0,0.84000000834465,0,4
2842,3,food,-1.0,0.84000000834465,8,18
2843,4,finance,-1.0,0.84000000834465,7,9
2844,0,politics,-1.0,0.84000000834465,3,0
2845,3,food,-1.0,0.84000000834465,4,8
2846,4,finance,-1.0,0.84000000834465,5,16
2847,3,food,-1.0,0.84000000834465,8,1
2848,4,finance,-1.0,0.84000000834465,5,8
2849,4,finance,-1.0,0.84000000834465,5,19
2850,0,politics,-1.0,0.84000000834465,9,0
2851,2,music,-1.0,0.84000000834465,6,10
2852,2,music,0.0,0.84000000834465,3,20
2853,1,sports,0.0,0.039999997913837494,6,14
2854,3,food,-1.0,0.84000000834465,2,2
2855,4,finance,-1.0,0.84000000834465,0,10
2856,3,food,-1.0,0.84000000834465,4,2
2857,3,food,0.0,0.039999997913837494,3,22
2858,3,food,-1.0,0.84000000834465,2,13
2859,3,food,0.0,0.039999997913837494,7,23
2860,3,food,-1.0,0.84000000834465,0,15
2861,4,finance,-1.0,0.84000000834465,5,19
2862,4,finance,-1.0,0.84000000834465,7,7
2863,4,finance,0.0,0.84000000834465,3,18
2864,4,finance,0.0,0.039999997913837494,4,20
2865,4,finance,-1.0,0.84000000834465,9,12
2866,0,politics,0.0,0.84000000834465,3,21
2867,4,finance,-1.0,0.84000000834465,7,10
2868,4,finance,-1.0,0.84000000834465,1,4
2869,3,food,0.0,0.84000000834465,8,20
2870,4,finance,-1.0,0.84000000834465,5,0
2871,2,music,0.0,0.039999997913837494,4,8
2872,3,food,-1.0,0.84000000834465,2,6
2873,4,finance,0.0,0.84000000834465,1,21
2874,4,finance,-1.0,0.84000000834465,1,19
2875,4,finance,-1.0,0.84000000834465,5,4
2876,3,food,0.0,0.84000000834465,6,20
2877,3,food,-1.0,0.84000000834465,0,18
2878,2,music,-1.0,0.84000000834465,9,10
2879,3,food,0.0,0.039999997913837494,3,16
2880,0,politics,0.0,0.84000000834465,3,22
2881,4,finance,-1.0,0.84000000834465,1,17
2882,2,music,0.0,0.84000000834465,1,22
2883,0,politics,-1.0,0.84000000834465,3,8
2884,2,music,-1.0,0.84000000834465,3,13
2885,4,finance,-1.0,0.84000000834465,7,18
2886,4,finance,0.0,0.84000000834465,7,20
2887,4,finance,0.0,0.84000000834465,9,18
2888,2,music,0.0,0.039999997913837494,2,1
2889,4,finance,-1.0,0.84000000834465,1,5
2890,3,food,-1.0,0.84000000834465,6,5
2891,2,music,-1.0,0.84000000834465,3,9
2892,4,finance,0.0,0.84000000834465,7,23
2893,2,music,-1.0,0.84000000834465,6,9
2894,3,food,-1.0,0.84000000834465,4,16
2895,3,food,0.0,0.84000000834465,6,20
2896,4,finance,-1.0,0.84000000834465,1,15
2897,1,sports,0.0,0.039999997913837494,9,11
2898,3,food,-1.0,0.84000000834465,4,9
2899,3,food,-1.0,0.84000000834465,2,7
2900,4,finance,0.0,0.84000000834465,7,20
2901,3,food,-1.0,0.84000000834465,4,17
2902,4,finance,0.0,0.84000000834465,9,16
2903,2,music,-1.0,0.039999997913837494,1,1
2904,4,finance,-1.0,0.039999997913837494,9,0
2905,4,finance,-1.0,0.84000000834465,1,11
2906,4,finance,-1.0,0.84000000834465,7,12
2907,3,food,-1.0,0.84000000834465,2,10
2908,4,finance,-1.0,0.84000000834465,1,7
2909,1,sports,0.0,0.039999997913837494,7,8
2910,3,food,-1.0,0.84000000834465,6,15
2911,4,finance,-1.0,0.84000000834465,9,7
2912,4,finance,-1.0,0.84000000834465,0,11
2913,3,food,0.0,0.84000000834465,0,22
2914,3,food,-1.0,0.84000000834465,8,13
2915,3,food,-1.0,0.84000000834465,8,13
2916,4,finance,0.0,0.84000000834465,7,20
2917,4,finance,0.0,0.84000000834465,1,22
2918,3,food,-1.0,0.84000000834465,2,1
2919,3,food,-1.0,0.84000000834465,6,17
2920,4,finance,-1.0,0.84000000834465,5,16
2921,3,food,0.0,0.039999997913837494,9,17
2922,4,finance,-1.0,0.84000000834465,5,13
2923,3,food,-1.0,0.84000000834465,6,17
2924,1,sports,-1.0,0.039999997913837494,1,13
2925,3,food,-1.0,0.84000000834465,2,7
2926,3,food,0.0,0.039999997913837494,1,1
2927,3,food,0.0,0.039999997913837494,3,0
2928,3,food,-1.0,0.84000000834465,2,16
2929,4,finance,-1.0,0.84000000834465,1,19
2930,0,politics,0.0,0.84000000834465,9,22
2931,3,food,-1.0,0.84000000834465,8,3
2932,4,finance,-1.0,0.84000000834465,0,3
2933,4,finance,0.0,0.84000000834465,1,22
2934,2,music,-1.0,0.84000000834465,6,2
2935,2,music,-1.0,0.84000000834465,6,2
2936,4,finance,-1.0,0.84000000834465,5,14
2937,3,food,-1.0,0.84000000834465,0,16
2938,2,music,-1.0,0.84000000834465,9,3
2939,3,food,-1.0,0.84000000834465,2,3
2940,3,food,-1.0,0.84000000834465,6,15
2941,3,food,0.0,0.84000000834465,6,23
2942,3,food,-1.0,0.84000000834465,2,0
2943,2,music,0.0,0.039999997913837494,7,9
2944,0,politics,0.0,0.84000000834465,9,22
2945,2,music,-1.0,0.84000000834465,9,2
2946,4,finance,-1.0,0.84000000834465,3,4
2947,2,music,-1.0,0.84000000834465,6,9
2948,3,food,-1.0,0.84000000834465,8,2
2949,4,finance,-1.0,0.84000000834465,1,13
2950,4,finance,-1.0,0.84000000834465,5,14
2951,4,finance,0.0,0.84000000834465,3,18
2952,4,finance,0.0,0.84000000834465,7,20
2953,4,finance,-1.0,0.84000000834465,0,10
2954,3,food,0.0,0.84000000834465,4,21
2955,3,food,-1.0,0.84000000834465,8,3
2956,3,food,-1.0,0.84000000834465,2,2
2957,4,finance,0.0,0.84000000834465,5,23
2958,3,food,-1.0,0.84000000834465,6,7
2959,4,finance,-1.0,0.84000000834465,5,5
2960,4,finance,0.0,0.84000000834465,7,22
2961,0,politics,-1.0,0.84000000834465,3,10
2962,2,music,-1.0,0.84000000834465,3,13
2963,0,politics,0.0,0.039999997913837494,5,0
2964,0,politics,0.0,0.84000000834465,9,21
2965,4,finance,-1.0,0.84000000834465,7,5
2966,4,finance,-1.0,0.84000000834465,6,12
2967,2,music,0.0,0.039999997913837494,7,22
2968,4,finance,0.0,0.84000000834465,5,21
2969,3,food,0.0,0.84000000834465,2,21
2970,3,food,-1.0,0.84000000834465,2,7
2971,3,food,-1.0,0.84000000834465,2,3
2972,3,food,-1.0,0.84000000834465,6,3
2973,4,finance,0.0,0.84000000834465,9,18
2974,3,food,0.0,0.84000000834465,6,23
2975,3,food,-1.0,0.84000000834465,6,13
2976,3,food,-1.0,0.84000000834465,6,8
2977,0,politics,0.0,0.84000000834465,9,21
2978,0,politics,0.0,0.84000000834465,9,22
2979,3,food,-1.0,0.84000000834465,8,13
2980,0,politics,-1.0,0.84000000834465,3,10
2981,4,finance,-1.0,0.84000000834465,7,9
2982,3,food,0.0,0.84000000834465,0,23
2983,4,finance,-1.0,0.84000000834465,5,5
2984,2,music,-1.0,0.039999997913837494,3,4
2985,1,sports,-1.0,0.84000000834465,1,8
2986,3,food,-1.0,0.84000000834465,2,6
2987,3,food,-1.0,0.84000000834465,6,19
2988,4,finance,-1.0,0.84000000834465,1,11
2989,0,politics,-1.0,0.84000000834465,9,1
2990,0,politics,0.0,0.039999997913837494,8,13
2991,3,food,-1.0,0.84000000834465,8,3
2992,1,sports,0.0,0.039999997913837494,6,13
2993,3,food,0.0,0.84000000834465,0,23
2994,4,finance,-1.0,0.84000000834465,1,7
2995,3,food,-1.0,0.84000000834465,4,14
2996,4,finance,0.0,0.84000000834465,9,19
2997,4,finance,-1.0,0.84000000834465,0,1
2998,4,finance,-1.0,0.84000000834465,5,16
2999,4,finance,-1.0,0.84000000834465,1,10
3000,1,sports,0.0,0.039999997913837494,7,10
3001,2,music,0.0,0.84000000834465,3,23
3002,2,music,0.0,0.84000000834465,9,18
3003,4,finance,0.0,0.84000000834465,9,17
3004,3,food,-1.0,0.84000000834465,0,19
3005,0,politics,0.0,0.039999997913837494,1,13
3006,3,food,-1.0,0.84000000834465,6,5
3007,2,music,0.0,0.039999997913837494,7,6
3008,4,finance,-1.0,0.84000000834465,5,13
3009,3,food,-1.0,0.84000000834465,4,1
3010,0,politics,0.0,0.84000000834465,9,21
3011,3,food,-1.0,0.84000000834465,4,19
3012,4,finance,-1.0,0.84000000834465,7,4
3013,2,music,-1.0,0.84000000834465,3,10
3014,4,finance,-1.0,0.84000000834465,5,9
3015,2,music,0.0,0.039999997913837494,0,15
3016,2,music,-1.0,0.84000000834465,3,13
3017,4,finance,-1.0,0.84000000834465,7,0
3018,1,sports,0.0,0.039999997913837494,2,16
3019,3,food,0.0,0.84000000834465,4,21
3020,4,finance,-1.0,0.84000000834465,5,9
3021,4,finance,-1.0,0.84000000834465,0,12
3022,3,food,0.0,0.84000000834465,4,22
3023,3,food,-1.0,0.84000000834465,8,2
3024,4,finance,-1.0,0.84000000834465,6,6
3025,4,finance,-1.0,0.84000000834465,7,6
3026,4,finance,-1.0,0.84000000834465,1,8
3027,2,music,-1.0,0.039999997913837494,1,2
3028,4,finance,0.0,0.84000000834465,9,18
3029,4,finance,-1.0,0.84000000834465,7,6
3030,4,finance,0.0,0.84000000834465,9,19
3031,2,music,-1.0,0.84000000834465,9,11
3032,1,sports,-1.0,0.84000000834465,8,6
3033,4,finance,-1.0,0.84000000834465,7,4
3034,4,finance,-1.0,0.84000000834465,1,3
3035,3,food,-1.0,0.84000000834465,8,16
3036,4,finance,-1.0,0.84000000834465,5,18
3037,4,finance,-1.0,0.84000000834465,7,5
3038,3,food,-1.0,0.84000000834465,2,18
3039,3,food,-1.0,0.84000000834465,6,13
3040,0,politics,0.0,0.039999997913837494,7,2
3041,4,finance,0.0,0.039999997913837494,0,15
3042,4,finance,0.0,0.84000000834465,5,23
3043,2,music,0.0,0.039999997913837494,7,12
3044,1,sports,0.0,0.039999997913837494,3,12
3045,2,music,-1.0,0.84000000834465,9,9
3046,2,music,0.0,0.039999997913837494,5,15
3047,2,music,0.0,0.84000000834465,3,23
3048,1,sports,0.0,0.039999997913837494,9,6
3049,0,politics,0.0,0.039999997913837494,5,4
3050,3,food,-1.0,0.84000000834465,0,1
3051,3,food,-1.0,0.84000000834465,8,3
3052,4,finance,0.0,0.039999997913837494,2,0
3053,3,food,0.0,0.84000000834465,8,20
3054,4,finance,-1.0,0.84000000834465,3,7
3055,4,finance,-1.0,0.84000000834465,7,13
3056,4,finance,0.0,0.84000000834465,5,22
3057,4,finance,0.0,0.84000000834465,9,19
3058,3,food,-1.0,0.84000000834465,4,5
3059,4,finance,-1.0,0.84000000834465,0,7
3060,3,food,0.0,0.84000000834465,2,23
3061,3,food,-1.0,0.84000000834465,4,11
3062,4,finance,-1.0,0.84000000834465,9,4
3063,3,food,-1.0,0.84000000834465,2,6
3064,3,food,-1.0,0.84000000834465,8,15
3065,3,food,-1.0,0.84000000834465,2,0
3066,4,finance,-1.0,0.84000000834465,6,12
3067,1,sports,-1.0,0.039999997913837494,0,9
3068,2,music,0.0,0.039999997913837494,8,13
3069,4,finance,0.0,0.84000000834465,7,21
3070,3,food,-1.0,0.84000000834465,8,13
3071,3,food,0.0,0.84000000834465,2,22
3072,2,music,-1.0,0.84000000834465,3,13
3073,3,food,-1.0,0.84000000834465,0,3
3074,3,food,-1.0,0.84000000834465,6,3
3075,2,music,0.0,0.84000000834465,9,20
3076,4,finance,-1.0,0.84000000834465,5,6
3077,3,food,-1.0,0.84000000834465,4,2
3078,3,food,-1.0,0.84000000834465,2,16
3079,3,food,-1.0,0.84000000834465,8,8
3080,2,music,0.0,0.84000000834465,9,23
3081,4,finance,-1.0,0.84000000834465,1,16
3082,3,food,-1.0,0.84000000834465,2,9
3083,3,food,-1.0,0.84000000834465,8,10
3084,3,food,-1.0,0.84000000834465,2,17
3085,4,finance,-1.0,0.84000000834465,5,13
3086,4,finance,-1.0,0.84000000834465,7,7
3087,3,food,0.0,0.84000000834465,4,21
3088,4,finance,-1.0,0.84000000834465,7,2
3089,4,finance,-1.0,0.84000000834465,5,14
3090,0,politics,0.0,0.039999997913837494,3,15
3091,4,finance,0.0,0.039999997913837494,0,17
3092,4,finance,-1.0,0.84000000834465,1,11
3093,3,food,-1.0,0.84000000834465,2,18
3094,3,food,-1.0,0.84000000834465,2,8
3095,3,food,-1.0,0.039999997913837494,8,6
3096,2,music,-1.0,0.84000000834465,3,6
3097,3,food,-1.0,0.84000000834465,8,2
3098,3,food,-1.0,0.84000000834465,2,0
3099,4,finance,0.0,0.84000000834465,5,21
3100,3,food,-1.0,0.84000000834465,8,0
3101,3,food,-1.0,0.84000000834465,8,5
3102,2,music,0.0,0.84000000834465,9,20
